,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source,href formula,Case Number.2
3440,Reported 17-Feb-1969,1969,Provoked,AUSTRALIA,Tasmania,Taroona,Fishing,M,49,Lacerations to hand from hooked shark PROVOKED INCIDENT,N,Daytime,7-gill shark,"C. Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.02.17.R-Pacey.pdf,1969.02.17.R
3441,Feb-1969,1969,Invalid,AUSTRALIA,Queensland,Cooktown,Hard hat diving,M,52,No details,0,0,Questionable incident,H.D.Baldridge (1994) SAF Case #1591,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.02.00-NV-ElinAnderson.pdf,1969.02.00
3442,27-Jan-1969,1969,Unprovoked,AUSTRALIA,New South Wales,Beecroft Head,Freediving,M,21,Abrasions and lacerations to lower right leg,N,07h30,0,H.D.Baldridge (1994) SAF Case #1560,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.01.27-Deacon.pdf,1969.01.27
3443,Jan-1969,1969,Unprovoked,AUSTRALIA,Victoria,Port MacDonnel,0,M,0,Minor injury ,N,0,Carpet shark,"H.D.Baldridge (1994), SAF Case #1594",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.01.00-Simpson.pdf,1969.01.00
3444,Winter 1969,1969,Provoked,BAHAMAS,Eleuthera,0,Sight-seeing,0,0,"No injury to occupants, shark grabbed prop, Leodorn hit shark with oar, shark bit oar in half PROVOKED INCIDENT",N,0,10' shark,"M. Vorenberg, p.154",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.00.00-Leodorn.pdf,1969.00.00
3445,29-Dec-1968,1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port St. John's,Freediving,M,0,No injury,0,0,Questionable incident,H.D.Baldridge (1994) SAF Case #1588. Note: Unable to verify in local records,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.29-NV-Domoney.pdf,1968.12.29
3446,26-Dec-1968,1968,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Feeding mullet to sharks,M,27,Laceration to finger by a captive shark PROVOKED INCIDENT,N,Morning,"Grey nurse shark, 10' ","The Age, 12/27/1968",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.26-Jones.pdf,1968.12.26
3447,25-Dec-1968,1968,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,M,17,"Hit in face by shark, arm abraded, surfboard bitten",N,17h45,White shark,"R. D. Weeks, GSAF; Otago Daily Times, 12/26/1968",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.25-Barton.pdf,1968.12.25
3448,09-Dec-1968,1968,Unprovoked,AUSTRALIA,South Australia,Thistle Island,0,M,0,Survived,N,0,White shark,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.09-O'Brien.pdf,1968.12.09
3449,02-Dec-1968,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",Spearfishing,M,28,"No injury, left elbow & torso bumped by sharks",N,0,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']","A. Heydorn, ORI",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.02-VanNiekerk.pdf,1968.12.02
3450,Dec-1968,1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,0,0,M,30,No injury,0,0,Questionable incident,H.D. Baldridge (1994) SAF Case #1587;  Unable to authenticate,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.00-NV-Gwynn.pdf,1968.12.00
3451,06-Nov-1968,1968,Boat,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,22,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,0,"90-kg ""blackfin"" shark","M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.11.06-Hlope.pdf,1968.11.06
3452,04-Nov-1968,1968,Sea Disaster,PAPUA NEW GUINEA,Madang Province,0,Wreck of the Storm King,0,0,Remains recovered days later from shark,0,0,Shark involvement prior to death was not confirmed,"The Sydney Morning Herald, 11/9/1968",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.11.04-StormKing.pdf,1968.11.04
3453,02-Nov-1968,1968,Provoked,AUSTRALIA,Western Australia,0,0,M,16,Abrasion on shoulder Recorded as PROVOKED INCIDENT,N,15h00,0,H.D. Baldridge (1994) SAF Case #1533,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.11.02-NV-Rosser.pdf,1968.11.02
3454,29-Oct-1968,1968,Provoked,BAHAMAS,0,0,0,M,0,Calf injured Recorded as PROVOKED INCIDENT,N,22h00,0,H.D. Baldridge (1994) SAF Case #1565,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.10.29-NV-DeBry.pdf,1968.10.29
3455,13-Oct-1968,1968,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Spearfishing using Scuba,M,0,Swim fin bitten,N,0,3 m [10'] bull shark,"H.D. Baldridge, p.185",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.10.13-Johnson.pdf,1968.10.13
3456,10-Oct-1968,1968,Sea Disaster,PHILIPPINES,Moro Gulf,0,Sinking of the ferryboat Dumaguete ,0,0,Survived,N,0,0,"Fresno Bee Republican, 10/12/1968",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.10.10-FerryDisaster.pdf,1968.10.10
3457,22-Sep-1968,1968,Invalid,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,0,0,0,0,12h48,Shark involvement not confirmed," M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.09.22-NV-RivieraBeach.pdf,1968.09.22
3458,15-Sep-1968,1968,Unprovoked,NEW ZEALAND,South Island,Otago Harbor,Spearfishing,M,24,"FATAL, left leg bitten, femoral artery severed  ",Y,10h15,"White shark, 4.3 m [14'], (tooth fragment recovered)","R.D. Weeks, GSAF; Otago Daily Times, 9/16/1968; H.D. Baldridge, pp.18-19",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.09.15-Hitt.pdf,1968.09.15
3459,24-Aug-1968,1968,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,0,9 & 12,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",N,16h00,a small hammerhead shark,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.24-Chamberlin.pdf,1968.08.24
3460,21-Aug-1968,1968,Unprovoked,USA,Florida,Okaloosa County,Standing,M,15,Leg & arm bitten,N,17h00,0,"Brownsville Herald, 8/14/1968; H.D.Baldridge, SAF Case  #1553",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.21-PeterBall.pdf,1968.08.21
3461,13-Aug-1968,1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,12,Finger severed,N,0,0,"H.D.Baldridge, SAF Case #1531",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.13-Tennville.pdf,1968.08.13
3462,11-Aug-1968,1968,Unprovoked,MALAYSIA,Johor,Pulau Aur,Leaving the water,0,41,Hand lacerated,N,08h00,0,"H.D.Baldridge, SAF Case #1541",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.11-NV-InceBinSaini.pdf,1968.08.11
3463,08-Aug-1968,1968,Unprovoked,COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Dynamite fishing,M,18,Lacerations to head,N,10h30,2 m shark,"SoHo.com, 11/19/2-11",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.08-Vasquez.pdf,1968.08.08
3464,27-Jul-1968,1968,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Free diving,M,25,Major injury to torso,N,11h00,"White shark, 4 m [13'] ","D. Miller & R. Collier; R. Collier, pp.41-42; H.D. Baldridge, p.76, 138, 191, 194, 206",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.27-FrankLogan_Collier.pdf,1968.07.27
3465,23-Jul-1968,1968,Unprovoked,USA,Florida,Florida Keys,Wading,M,33,Abrasions on lower leg,N,13h30,0,"H.D.Baldridge, SAF Case #1542",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.23-NV-Meacham.pdf,1968.07.23
3466,16-Jul-1968,1968,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Spearfishing using Scuba,M,33,Swimfin & knee bitten,N,Afternoon,4m [13'] shark,"H.D.Baldridge, p.284",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.16-Hughes.pdf,1968.07.16
3467,10-Jul-1968,1968,Unprovoked,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,0,"FATAL, taken by shark  ",Y,0,0,"Reported by F.S.T. Baker to M. Vorenberg, pp.154-155",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.10-Bahamas.pdf,1968.07.10
3468,Jul-1968,1968,Invalid,MEXICO,Baja California,0,0,M,43,No injury,0,Afternoon,Not authenticated,"H.D.Baldridge, SAF Case #1613",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.00-NV-Slatzer.pdf,1968.07.00
3469,25-Jun-1968,1968,Unprovoked,BAHAMAS,Eleuthera,Spanish Wells ,Spearfishing,M,17,"Bumped shoulder, bit head",N,0,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark ,"H.D. Baldridge, p.260; Clark, p.87",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.06.25-Pinder.pdf,1968.06.25
3470,09-Jun-1968,1968,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Clamming,M,17,Lacerations to lower right leg & andkle,N,09h30,0,"Evening Indeipendent, 6/10/1968, p.3",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.06.09-Nash.pdf,1968.06.09
3471,Jun-1968,1968,Unprovoked,ENGLAND,0,0,0,M,0,Arm severely lacerated,N,0,Blue shark,"H.D. Baldridge (1994), SAF Case #1515",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.06.00-NV-Cloke.pdf,1968.06.00
3472,18-May-1968,1968,Invalid,TANZANIA,Mafia Island,0,Schooner sank during a storm,0,0,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",0,0,Shark involvement not confirmed,R. Wharton,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.05.18-MafiaIsland.pdf,1968.05.18
3473,May-1968,1968,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,0,Standing,M,17,Lower leg severely lacerated,N,0,0,H.D. Baldridge (1994) SAF Case #1520,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.05.00-NV-Gilaba.pdf,1968.05.00
3474,29-Apr-1968,1968,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,63,Foot severely injured,0,14h00,Shark involvement not confirmed,"News Journal, 5/1/1968",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.29-Carrell.pdf,1968.04.29
3475,20-Apr-1968,1968,Unprovoked,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",0,M,10,"Buttock, both legs & arm bitten",N,12h30,2.7 m [9'] silky shark,"M. Vorenberg, GSAF; R. Skocik, pp.168-169; H.D. Baldridge, p.203; Note: A. Resciniti, p.35, also refers to an earlier attack on a snorkeler. The shark bit the boy's calf and both swim fins.",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.20-Samples.pdf,1968.04.20
3476,15-Apr-1968,1968,Unprovoked,AUSTRALIA,New South Wales,South Coast,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",M,21,Hand lacerated,N,0,"Bronze whaler shark, 1.8 m [6'] ","Sydney Morning Herald, 4/28/1968 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.15-Castle.pdf,1968.04.15
3477,Reported 11-Apr-1968,1968,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,7,FATAL Laceration to chest,Y,0,0,"The Age, 4/11/1968, p.4",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.11.R-Laiokeke.pdf,1968.04.11.R
3478,07-Apr-1968,1968,Provoked,AUSTRALIA,New South Wales,Stockton Bight,0,M,47,Foot lacerated Recorded as PROVOKED INCIDENT,N,Early morning,"""Blue whaler"" (Galeolamna)","J. Green, p.36; H. D. Baldridge (1994) SAF Case #1528",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.07-Weaver.pdf,1968.04.07
3479,25-Mar-1968,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Wading & pushing dinghy toward  the shallows,M,35,Left thigh lacerated,N,Afternoon,1.5 m to 1.8m [5' to 6'] shark,"J. Bass, H.A. Jones, A. Heydorn & D. Illing",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.03.25-Mtiyane.pdf,1968.03.25
3480,10-Mar-1968,1968,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,20,Foot lacerated,N,Afternoon,0,H.D. Baldridge (1994) SAF Case #1548,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.03.10-Icyda.pdf,1968.03.10
3481,Mar-1968,1968,Invalid,USA,Florida,Florida Keys,Treading water,M,28,No injury,0,Night,Invalid,H.D. Baldridge (1994) SAF Case #1530,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.03.00-NV-Voorhees.pdf,1968.03.00
3482,26-Feb-1968,1968,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,17,Foot lacerated,N,13h30,0,"H.D. Baldridge, #1549",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.26-Hennessee.pdf,1968.02.26
3483,20-Feb-1968,1968,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,F,14,Thigh lacerated,N,Late afternoon,0,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.20-Germanis.pdf,1968.02.20
3484,18-Feb-1968,1968,Provoked,NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Picking up shark by the tail,F,0,Wrist bitten PROVOKED INCIDENT,N,0,3' shark,"R.D. Weeks, GSAF; Otago Daily Times, 2/20/1968; H.D. Baldridge (1994) SAF Case #1525",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.18-Campbell.pdf,1968.02.18
3485,04-Feb-1968,1968,Unprovoked,AUSTRALIA,South Australia,Cape Jervis,Spearfishing,M,26,"No injury, speargun bitten",N,18h30,"Bronze whaler shark, 3 m [10'] ","H.D. Baldridge, p.199",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.04-Forster.pdf,1968.02.04
3486,02-Feb-1968,1968,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,0,0,0,Survived,N,0,0,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.02-Vidler.pdf,1968.02.02
3487,Feb-1968,1968,Unprovoked,MOZAMBIQUE,0,0,Diving,0,24,No injury,N,0,0,H.D. Baldridge (1994) SAF Case #1522,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.00-NV-Peres.pdf,1968.02.00
3488,17-Jan-1968,1968,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,0,13,FATAL,Y,17h30,0,H.D. Baldridge (1994) SAF Cases #1519 & #1584,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.01.17-NV-Ieromia.pdf,1968.01.17
3489,1968,1968,Unprovoked,COSTA RICA,Limón Province,Parismina,Swimming after his canoe capsized,M,0,FATAL,Y,0,0,"Kokomo Tribune, 5/11/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.00.00.c-Parisima.pdf,1968.00.00.c
3490,1968,1968,Invalid,USA,Florida,"Key West, Monroe County",Diving,0,0,"Recovered, said to involve a 1m nurse shark",0,13h00,Questionable incident,Unverified,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.00.00.b-NV-KeyWestDiver.pdf,1968.00.00.b
3491,1968,1968,Invalid,USA,Florida,"Jensen Beach, Martin County",Surfing,0,0,0,0,17h00,Questionable incident,Unverified,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.00.00.a-NV-JensenBeach.pdf,1968.00.00.a
3492,30-Dec-1967,1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,22,Right ankle & foot bitten,N,14h00,1.5 m to 1.8 m [5' to 6'] shark,"B. Pearson, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.12.30-Pearson.pdf,1967.12.30
3493,Reported 21-Dec-1967,1967,Invalid,PAPUA NEW GUINEA,Central Province,Port Moresby,Spearfishing,M,32,No injury,0,0,Questionable incident,H.D. Baldridge (1994) ,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.12.21.R-Valentine.pdf,1967.12.21.R
3494,18-Dec-1967,1967,Unprovoked,FIJI,0,0,0,M,27,Arm lacerated,N,09h00,0,H.D.Baldridge (1994) SAF Case #1532,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.12.18-NV-Tetapana.pdf,1967.12.18
3495,17-Dec-1967,1967,Unprovoked,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,59,"FATAL, presumed taken by a shark, body not recovered",Y,A.M.,0,"H. Edwards, p.137-138",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.12.17-PrimeMinister.pdf,1967.12.17
3496,14-Dec-1967,1967,Provoked,USA,0,0,0,M,0,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N,0,0,H.D.Baldridge (1994) SAF Case #1566,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.12.14-NV-Stinson.pdf,1967.12.14
3497,30-Nov-1967,1967,Provoked,AUSTRALIA,New South Wales,Wollongong,Freediving,M,15,Recorded as PROVOKED INCIDENT,N,0,Grey nurse shark,H.D. Baldridge (1994) SAF Case #1516,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.11.30.b- NV-JeffShort.pdf,1967.11.30.b
3498,30-Nov-1967,1967,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,0,M,18,Arm lacerated,N,0,Grey nurse shark,(1994) SAF Case #1524,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.11.30.a-Ligrov.pdf,1967.11.30.a
3499,15-Nov-1967,1967,Provoked,FIJI,0,0,Freediving,M,21,Hand lacerated by speared shark PROVOKED INCIDENT,N,Morning,0,H.D.Baldridge (1994) SAF Case #1537,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.11.15-NV-Wiltshire.pdf,1967.11.15
3500,04-Nov-1967,1967,Sea Disaster,PHILIPPINES,Rombion Province,Off Sibuyan Island,Sinking of the M/V Mindoro during a typhoon,0,0,Passengers taken by sharks,Y,0,0,"Canberra Times, 11/9/1967",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.11.04-Mindoro.pdf,1967.11.04
3501,Nov-1967,1967,Invalid,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,0,F,0,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger shark’s gut ",0,0,Shark involvement prior to death was not confirmed,"A. Heydorn, ORI",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.11.00-BrightonBeach.pdf,1967.11.00
3502,Reported 26-Oct-1967,1967,Unprovoked,MEXICO,Veracruz,Veracruz,Swimming,0,0,FATAL,Y,0,0,"Chicago Tribune, 10/27/1967",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.10.26.R-Veracruz.pdf,1967.10.26.R
3503,17-Oct-1967,1967,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,19,Left foot bitten,N,16h30,small blacktip shark,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.10.17-White.pdf,1967.10.17
3504,Oct-1967,1967,Unprovoked,TONGA,0,0,Swimming,M,17,Arm & leg bitten,N,0,0,H.D.Baldridge (1994) SAF Case #1480,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.10.00-NV-Hopoi.pdf,1967.10.00
3505,20-Sep-1967,1967,Invalid,USA,Hawaii,"Kailua Bay, O'ahu",Boat capsized between O'ahu & Molokai,M,0,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,0,0,Shark involvement prior to death was not confirmed,"J. Borg, p.73; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.20-male-Oahu.pdf,1967.09.20
3506,13-Sep-1967,1967,Provoked,ITALY,Brindisi Province,Brindisi,Scuba diving,M,21,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",0,0,2 m shark,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.13-Guarini.pdf,1967.09.13
3507,07-Sep-1967,1967,Provoked,PAPUA NEW GUINEA,New Ireland Province,0,Diving,0,0,"No details, listed as PROVOKED INCIDENT",UNKNOWN,0,0,"H.D.Baldridge, SAF Case #1546",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.07.b-NV-Parang.pdf,1967.09.07.b
3508,07-Sep-1967,1967,Unprovoked,USA,Florida,"Key West, Monroe County",Spearfishing,0,0,Survived,N,14h30,0,0,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.07.a-NV-KeyWest.pdf,1967.09.07.a
3509,06-Sep-1967,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Spearfishing,M,0,FATAL,Y,0,0,"The Age, 9/7/1967 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.06-Parang.pdf,1967.09.06
3510,01-Sep-1967,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,M,23,FATAL,Y,0,3.7 m [12'] shark,"F. Dennis, pp.23-24",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.01-Kamage.pdf,1967.09.01
3511,27-Aug-1967,1967,Provoked,USA,California,Ventura,Pulling shark from the water,M,24,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,14h30,5' blue shark,"Ventura County Ad-Visor, 8/31/1967",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.27-Beatty.pdf,1967.08.27
3512,26-Aug-1967,1967,Unprovoked,JAPAN,Kagawa Prefecture,Sakaide,0,M,19,FATAL,Y,14h30,0,K. Nakaya,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.26-Ishikawa.pdf,1967.08.26
3513,25-Aug-1967,1967,Unprovoked,ITALY,Liguria," Marinella Sarzana, La Spezia ",Spearfishing on Scuba,M,0,Minor injuries to face & forearm,N,0,0,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.25-Casucci.pdf,1967.08.25
3514,19-Aug-1967,1967,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",M,23,"FATAL, ""bitten in two""",Y,11h00,White shark,"H. Edwards, pp.35-42; H.D. Baldridge, p.28; A. Sharpe, pp.132-133; A. MacCormick, p.86; J. West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.19-Bartle.pdf,1967.08.19
3515,15-Aug-1967,1967,Unprovoked,BERMUDA,Hamilton,Hamilton,Floating,F,19,Right foot abraded & lacerated,N,16h00,0,"Gettysburg Times, 8/15/1967",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.15-Ferguson.pdf,1967.08.15
3516,Reported 14-Aug-1967,1967,Unprovoked,COLUMBIA,0,0,0,M,0,3 fingers were bitten by a shark,N,0,0,"New York Times, 8/14/1967",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.14.R-Walsh.pdf,1967.08.14.R
3517,10-Aug-1967,1967,Invalid,AUSTRALIA,New South Wales,Jervis Bay,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,? & 19,"Disappeared, no trace of men or equipment, shark attack considered",0,Night,Shark involvement prior to death was not confirmed,"H.D. Baldridge, p.184",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.10-Hales-Hislop.pdf,1967.08.10
3518,07-Aug-1967,1967,Unprovoked,USA,Florida,Near Key West,Spearfishing,M,15,Shark grasped thigh,N,14h30,"Nurse shark, 106 cm, 28-lb, male ","H.D. Baldridge, p.193; Clark, p.86",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.07-Ritter.pdf,1967.08.07
